long_official_team_id,platformGameId,teamID,building_destroyed,destroyed_opponent_buildings,champion_kill,baron_kill,riftHerald_kill,dragon_kill,first_baron_team,first_riftHerald_team,game_end,ward_killed,ward_placed,match_numbers,team_name
105550033967461806,"ESPORTSTMNT01:3303498, ESPORTSTMNT01:3305355, ESPORTSTMNT01:3306451, ESPORTSTMNT01:3307381, ESPORTSTMNT01:3308320, ESPORTSTMNT02:3148459, ESPORTSTMNT02:3148486, ESPORTSTMNT03:3087130, ESPORTSTMNT03:3087134, ESPORTSTMNT03:3087845, ESPORTSTMNT03:3088872, ESPORTSTMNT03:3090838, ESPORTSTMNT03:3091856, ESPORTSTMNT03:3092995, ESPORTSTMNT03:3094886, ESPORTSTMNT03:3095022, ESPORTSTMNT03:3100084, ESPORTSTMNT03:3100087, ESPORTSTMNT06:2762079, ESPORTSTMNT06:2763076, ESPORTSTMNT01:3321532, ESPORTSTMNT01:3322559, ESPORTSTMNT01:3325554, ESPORTSTMNT01:3325572, ESPORTSTMNT02:3151301, ESPORTSTMNT02:3152294, ESPORTSTMNT02:3153295, ESPORTSTMNT02:3158050, ESPORTSTMNT02:3159060, ESPORTSTMNT02:3159069, ESPORTSTMNT02:3160904, ESPORTSTMNT02:3160929, ESPORTSTMNT02:3161928, ESPORTSTMNT03:3112193, ESPORTSTMNT03:3112837, ESPORTSTMNT03:3113173, ESPORTSTMNT03:3113183, ESPORTSTMNT03:3113859, ESPORTSTMNT03:3117608, ESPORTSTMNT03:3118632, ESPORTSTMNT03:3120997, ESPORTSTMNT03:3123039, ESPORTSTMNT03:3125011, ESPORTSTMNT01:3333358, ESPORTSTMNT01:3334291, ESPORTSTMNT01:3334297, ESPORTSTMNT01:3335256, ESPORTSTMNT01:3335277, ESPORTSTMNT01:3339267, ESPORTSTMNT01:3339272, ESPORTSTMNT01:3340199, ESPORTSTMNT01:3340828, ESPORTSTMNT01:3340840, ESPORTSTMNT01:3341171, ESPORTSTMNT01:3341796, ESPORTSTMNT01:3341829, ESPORTSTMNT01:3367991, ESPORTSTMNT01:3368985, ESPORTSTMNT01:3372650, ESPORTSTMNT01:3373673, ESPORTSTMNT01:3374611, ESPORTSTMNT01:3382319, ESPORTSTMNT01:3383242, ESPORTSTMNT01:3383265, ESPORTSTMNT01:3387011, ESPORTSTMNT01:3387026, ESPORTSTMNT02:3210871, ESPORTSTMNT02:3211790, ESPORTSTMNT02:3213705, ESPORTSTMNT02:3213717, ESPORTSTMNT02:3216173, ESPORTSTMNT02:3216965, ESPORTSTMNT02:3217495, ESPORTSTMNT02:3218404, ESPORTSTMNT03:3165049, ESPORTSTMNT03:3165946, ESPORTSTMNT03:3166857, ESPORTSTMNT03:3166873, ESPORTSTMNT06:2816646, ESPORTSTMNT01:3404343, ESPORTSTMNT01:3405307, ESPORTSTMNT01:3406264, ESPORTSTMNT01:3407486, ESPORTSTMNT01:3408411, ESPORTSTMNT01:3408434, ESPORTSTMNT02:3218779, ESPORTSTMNT02:3219279, ESPORTSTMNT02:3219285, ESPORTSTMNT02:3219713, ESPORTSTMNT02:3220280, ESPORTSTMNT02:3220754, ESPORTSTMNT02:3220891, ESPORTSTMNT02:3222132, ESPORTSTMNT02:3222270, ESPORTSTMNT03:3182506, ESPORTSTMNT03:3182516, ESPORTSTMNT03:3182530, ESPORTSTMNT03:3195360, ESPORTSTMNT03:3196348, ESPORTSTMNT03:3196938, ESPORTSTMNT03:3196941, ESPORTSTMNT03:3197316, ESPORTSTMNT01:3410317, ESPORTSTMNT01:3411304, ESPORTSTMNT01:3412245, ESPORTSTMNT01:3412255, ESPORTSTMNT01:3413631, ESPORTSTMNT01:3413644, ESPORTSTMNT01:3413649, ESPORTSTMNT01:3413882, ESPORTSTMNT01:3413893, ESPORTSTMNT01:3414586, ESPORTSTMNT01:3414842, ESPORTSTMNT01:3416295, ESPORTSTMNT01:3417199, ESPORTSTMNT01:3418180",18000,629,949,1536,94,118,287,64,64,72,6343,12220,116,DRX Challengers
105550036134585264,"ESPORTSTMNT01:3303498, ESPORTSTMNT01:3305355, ESPORTSTMNT01:3307967, ESPORTSTMNT01:3308924, ESPORTSTMNT02:3148262, ESPORTSTMNT02:3149281, ESPORTSTMNT02:3149299, ESPORTSTMNT03:3087133, ESPORTSTMNT03:3087830, ESPORTSTMNT03:3088138, ESPORTSTMNT03:3088838, ESPORTSTMNT03:3090540, ESPORTSTMNT03:3090544, ESPORTSTMNT03:3095350, ESPORTSTMNT03:3096307, ESPORTSTMNT03:3098570, ESPORTSTMNT03:3098578, ESPORTSTMNT03:3099500, ESPORTSTMNT06:2761105, ESPORTSTMNT06:2761107, ESPORTSTMNT01:3322803, ESPORTSTMNT01:3323803, ESPORTSTMNT01:3324611, ESPORTSTMNT01:3325573, ESPORTSTMNT02:3148929, ESPORTSTMNT02:3149937, ESPORTSTMNT02:3154507, ESPORTSTMNT02:3155509, ESPORTSTMNT02:3160300, ESPORTSTMNT02:3162183, ESPORTSTMNT03:3111401, ESPORTSTMNT03:3111865, ESPORTSTMNT03:3111878, ESPORTSTMNT03:3112372, ESPORTSTMNT03:3113386, ESPORTSTMNT03:3113876, ESPORTSTMNT03:3117608, ESPORTSTMNT03:3118632, ESPORTSTMNT03:3124504, ESPORTSTMNT03:3125531, ESPORTSTMNT01:3369480, ESPORTSTMNT01:3371446, ESPORTSTMNT01:3373642, ESPORTSTMNT01:3373652, ESPORTSTMNT01:3379744, ESPORTSTMNT01:3381635, ESPORTSTMNT01:3381649, ESPORTSTMNT01:3385142, ESPORTSTMNT01:3387022, ESPORTSTMNT02:3211508, ESPORTSTMNT02:3212514, ESPORTSTMNT02:3215340, ESPORTSTMNT02:3215356, ESPORTSTMNT02:3216965, ESPORTSTMNT02:3217495, ESPORTSTMNT02:3218404, ESPORTSTMNT03:3168131, ESPORTSTMNT03:3168140, ESPORTSTMNT06:2817720, ESPORTSTMNT06:2817729, ESPORTSTMNT01:3404742, ESPORTSTMNT01:3406605, ESPORTSTMNT01:3407186, ESPORTSTMNT01:3408147, ESPORTSTMNT02:3218834, ESPORTSTMNT02:3218838, ESPORTSTMNT02:3218843, ESPORTSTMNT02:3219830, ESPORTSTMNT02:3220148, ESPORTSTMNT02:3220393, ESPORTSTMNT02:3220669, ESPORTSTMNT02:3221069, ESPORTSTMNT02:3221090, ESPORTSTMNT02:3221634, ESPORTSTMNT03:3196374, ESPORTSTMNT03:3196938, ESPORTSTMNT03:3196941, ESPORTSTMNT03:3197343, ESPORTSTMNT03:3197350, ESPORTSTMNT02:3220897, ESPORTSTMNT02:3220901, ESPORTSTMNT02:3221841",13000,671,422,914,46,77,158,34,37,27,3895,7880,82,BRO Challengers
105550042327365041,"ESPORTSTMNT01:3303516, ESPORTSTMNT01:3303528, ESPORTSTMNT01:3304452, ESPORTSTMNT01:3307967, ESPORTSTMNT01:3308924, ESPORTSTMNT02:3150288, ESPORTSTMNT02:3150298, ESPORTSTMNT03:3087130, ESPORTSTMNT03:3087134, ESPORTSTMNT03:3089608, ESPORTSTMNT03:3090080, ESPORTSTMNT03:3090539, ESPORTSTMNT03:3091051, ESPORTSTMNT03:3091571, ESPORTSTMNT03:3092912, ESPORTSTMNT03:3093866, ESPORTSTMNT03:3093889, ESPORTSTMNT03:3098567, ESPORTSTMNT03:3099488, ESPORTSTMNT03:3099501, ESPORTSTMNT06:2761091, ESPORTSTMNT06:2762099, ESPORTSTMNT06:2763092, ESPORTSTMNT01:3324325, ESPORTSTMNT01:3325299, ESPORTSTMNT01:3326284, ESPORTSTMNT02:3148929, ESPORTSTMNT02:3149937, ESPORTSTMNT02:3155548, ESPORTSTMNT02:3156570, ESPORTSTMNT02:3160277, ESPORTSTMNT02:3160298, ESPORTSTMNT02:3162231, ESPORTSTMNT03:3111361, ESPORTSTMNT03:3113362, ESPORTSTMNT03:3114238, ESPORTSTMNT03:3115232, ESPORTSTMNT03:3120096, ESPORTSTMNT03:3120132, ESPORTSTMNT03:3120997, ESPORTSTMNT03:3122061, ESPORTSTMNT03:3123039, ESPORTSTMNT03:3125011, ESPORTSTMNT01:3321498, ESPORTSTMNT01:3322521, ESPORTSTMNT01:3323497, ESPORTSTMNT01:3369487, ESPORTSTMNT01:3370547, ESPORTSTMNT01:3371532, ESPORTSTMNT01:3375222, ESPORTSTMNT01:3375232, ESPORTSTMNT01:3379744, ESPORTSTMNT01:3381635, ESPORTSTMNT01:3381649, ESPORTSTMNT01:3385146, ESPORTSTMNT01:3386078, ESPORTSTMNT02:3214638, ESPORTSTMNT02:3214664, ESPORTSTMNT02:3216184, ESPORTSTMNT03:3165049, ESPORTSTMNT06:2816646, ESPORTSTMNT01:3404668, ESPORTSTMNT01:3404678, ESPORTSTMNT01:3404687, ESPORTSTMNT01:3407186, ESPORTSTMNT01:3408147, ESPORTSTMNT02:3210608, ESPORTSTMNT02:3210615, ESPORTSTMNT02:3212526, ESPORTSTMNT02:3217607, ESPORTSTMNT02:3217610, ESPORTSTMNT02:3219069, ESPORTSTMNT02:3220754, ESPORTSTMNT02:3222132, ESPORTSTMNT03:3166869, ESPORTSTMNT03:3167800, ESPORTSTMNT01:3411257, ESPORTSTMNT01:3411263, ESPORTSTMNT01:3411269, ESPORTSTMNT02:3217832, ESPORTSTMNT02:3218776, ESPORTSTMNT02:3219709, ESPORTSTMNT02:3220937, ESPORTSTMNT02:3220939, ESPORTSTMNT02:3221246, ESPORTSTMNT03:3180588, ESPORTSTMNT03:3180622, ESPORTSTMNT03:3180641, ESPORTSTMNT03:3195344, ESPORTSTMNT03:3195353, ESPORTSTMNT03:3197274",13100,724,523,1087,61,92,175,38,50,34,4723,9680,91,Gen.G Global Academy
105550051809743868,"ESPORTSTMNT01:3303516, ESPORTSTMNT01:3303528, ESPORTSTMNT01:3304452, ESPORTSTMNT01:3306427, ESPORTSTMNT02:3148444, ESPORTSTMNT02:3150417, ESPORTSTMNT02:3150429, ESPORTSTMNT03:3092995, ESPORTSTMNT03:3094886, ESPORTSTMNT03:3095022, ESPORTSTMNT03:3098570, ESPORTSTMNT03:3098578, ESPORTSTMNT03:3099500, ESPORTSTMNT01:3307389, ESPORTSTMNT01:3307398, ESPORTSTMNT01:3324325, ESPORTSTMNT01:3325299, ESPORTSTMNT01:3326284, ESPORTSTMNT02:3155605, ESPORTSTMNT02:3155612, ESPORTSTMNT02:3156575, ESPORTSTMNT02:3160300, ESPORTSTMNT02:3162183, ESPORTSTMNT03:3086305, ESPORTSTMNT03:3086776, ESPORTSTMNT03:3087789, ESPORTSTMNT03:3087799, ESPORTSTMNT03:3088333, ESPORTSTMNT03:3089605, ESPORTSTMNT03:3089609, ESPORTSTMNT03:3112193, ESPORTSTMNT03:3113173, ESPORTSTMNT03:3113183, ESPORTSTMNT06:2761131, ESPORTSTMNT06:2762144, ESPORTSTMNT01:3321523, ESPORTSTMNT01:3321528, ESPORTSTMNT01:3322525, ESPORTSTMNT02:3149936, ESPORTSTMNT02:3149943, ESPORTSTMNT03:3111864, ESPORTSTMNT03:3111876, ESPORTSTMNT03:3120048, ESPORTSTMNT03:3120054, ESPORTSTMNT03:3121017, ESPORTSTMNT03:3123536, ESPORTSTMNT03:3123546, ESPORTSTMNT01:3369480, ESPORTSTMNT01:3371446, ESPORTSTMNT01:3382319, ESPORTSTMNT01:3383242, ESPORTSTMNT01:3383265, ESPORTSTMNT03:3163946, ESPORTSTMNT03:3164861, ESPORTSTMNT01:3372647, ESPORTSTMNT01:3373655, ESPORTSTMNT01:3385467, ESPORTSTMNT01:3387318, ESPORTSTMNT01:3407486, ESPORTSTMNT01:3408411, ESPORTSTMNT01:3408434, ESPORTSTMNT02:3210618, ESPORTSTMNT02:3210641, ESPORTSTMNT02:3214341, ESPORTSTMNT02:3215355, ESPORTSTMNT02:3216969, ESPORTSTMNT02:3216980, ESPORTSTMNT02:3217895, ESPORTSTMNT02:3217899, ESPORTSTMNT03:3166869, ESPORTSTMNT03:3167800, ESPORTSTMNT03:3196374, ESPORTSTMNT03:3197343, ESPORTSTMNT03:3197350, ESPORTSTMNT01:3406282, ESPORTSTMNT01:3406291, ESPORTSTMNT02:3220115, ESPORTSTMNT02:3220295, ESPORTSTMNT02:3220679, ESPORTSTMNT02:3220940, ESPORTSTMNT02:3220943, ESPORTSTMNT02:3221061, ESPORTSTMNT02:3221236, ESPORTSTMNT02:3221240, ESPORTSTMNT02:3221648, ESPORTSTMNT02:3222073, ESPORTSTMNT02:3222318",12300,757,480,1038,59,71,159,29,33,29,4682,9003,87,Liiv SANDBOX Youth
105550047979361273,"ESPORTSTMNT01:3306427, ESPORTSTMNT03:3087133, ESPORTSTMNT03:3087845, ESPORTSTMNT03:3088138, ESPORTSTMNT03:3088872, ESPORTSTMNT03:3089906, ESPORTSTMNT03:3090828, ESPORTSTMNT03:3090845, ESPORTSTMNT03:3095390, ESPORTSTMNT03:3096354, ESPORTSTMNT03:3097283, ESPORTSTMNT03:3100083, ESPORTSTMNT03:3100086, ESPORTSTMNT06:2761091, ESPORTSTMNT06:2762099, ESPORTSTMNT06:2763092, ESPORTSTMNT01:3301957, ESPORTSTMNT01:3302863, ESPORTSTMNT01:3307389, ESPORTSTMNT01:3307398, ESPORTSTMNT02:3148235, ESPORTSTMNT02:3148241, ESPORTSTMNT02:3160904, ESPORTSTMNT02:3160929, ESPORTSTMNT02:3161928, ESPORTSTMNT03:3111361, ESPORTSTMNT03:3111865, ESPORTSTMNT03:3111878, ESPORTSTMNT03:3113362, ESPORTSTMNT03:3113876, ESPORTSTMNT03:3117580, ESPORTSTMNT03:3118598, ESPORTSTMNT01:3322782, ESPORTSTMNT01:3322791, ESPORTSTMNT01:3322795, ESPORTSTMNT01:3326283, ESPORTSTMNT01:3326290, ESPORTSTMNT01:3326301, ESPORTSTMNT01:3327794, ESPORTSTMNT01:3328749, ESPORTSTMNT01:3328754, ESPORTSTMNT02:3153288, ESPORTSTMNT02:3153297, ESPORTSTMNT02:3153318, ESPORTSTMNT02:3157155, ESPORTSTMNT02:3157172, ESPORTSTMNT02:3158156, ESPORTSTMNT03:3123536, ESPORTSTMNT03:3123546, ESPORTSTMNT01:3372650, ESPORTSTMNT01:3373673, ESPORTSTMNT01:3374611, ESPORTSTMNT02:3214638, ESPORTSTMNT02:3214664, ESPORTSTMNT02:3216184, ESPORTSTMNT02:3218551, ESPORTSTMNT02:3219092, ESPORTSTMNT03:3168131, ESPORTSTMNT03:3168140, ESPORTSTMNT01:3366944, ESPORTSTMNT01:3368908, ESPORTSTMNT01:3379779, ESPORTSTMNT01:3381682, ESPORTSTMNT01:3385462, ESPORTSTMNT01:3387326, ESPORTSTMNT01:3404343, ESPORTSTMNT01:3405307, ESPORTSTMNT01:3406264, ESPORTSTMNT02:3210618, ESPORTSTMNT02:3210641, ESPORTSTMNT02:3219830, ESPORTSTMNT02:3220393, ESPORTSTMNT02:3220900, ESPORTSTMNT02:3221842, ESPORTSTMNT02:3221854, ESPORTSTMNT06:2815711, ESPORTSTMNT06:2816689, ESPORTSTMNT01:3407197, ESPORTSTMNT01:3408139, ESPORTSTMNT01:3411257, ESPORTSTMNT01:3411263, ESPORTSTMNT01:3411269, ESPORTSTMNT01:3413882, ESPORTSTMNT01:3413893, ESPORTSTMNT01:3414473, ESPORTSTMNT01:3414499, ESPORTSTMNT01:3414502, ESPORTSTMNT01:3414503, ESPORTSTMNT01:3414842, ESPORTSTMNT01:3415472, ESPORTSTMNT02:3217832, ESPORTSTMNT02:3218776, ESPORTSTMNT02:3220679, ESPORTSTMNT02:3221648, ESPORTSTMNT02:3222073, ESPORTSTMNT03:3180550, ESPORTSTMNT03:3180573, ESPORTSTMNT03:3181577, ESPORTSTMNT03:3195497, ESPORTSTMNT03:3197432, ESPORTSTMNT03:3197446, ESPORTSTMNT03:3197763, ESPORTSTMNT03:3197771, ESPORTSTMNT03:3197779",15100,625,741,1457,99,115,258,60,49,60,5544,10573,104,HLE Challengers
105550059790656435,"ESPORTSTMNT01:3306451, ESPORTSTMNT01:3307381, ESPORTSTMNT01:3308320, ESPORTSTMNT02:3148262, ESPORTSTMNT02:3149281, ESPORTSTMNT02:3149299, ESPORTSTMNT03:3089608, ESPORTSTMNT03:3090539, ESPORTSTMNT03:3091571, ESPORTSTMNT03:3092934, ESPORTSTMNT03:3092946, ESPORTSTMNT03:3092958, ESPORTSTMNT01:3301957, ESPORTSTMNT01:3302863, ESPORTSTMNT01:3324332, ESPORTSTMNT01:3325296, ESPORTSTMNT01:3326264, ESPORTSTMNT02:3158050, ESPORTSTMNT02:3159060, ESPORTSTMNT02:3159069, ESPORTSTMNT03:3087334, ESPORTSTMNT03:3088332, ESPORTSTMNT03:3089124, ESPORTSTMNT03:3089128, ESPORTSTMNT03:3089131, ESPORTSTMNT03:3099082, ESPORTSTMNT03:3099086, ESPORTSTMNT03:3124504, ESPORTSTMNT03:3125531, ESPORTSTMNT06:2761131, ESPORTSTMNT06:2762144, ESPORTSTMNT01:3321498, ESPORTSTMNT01:3322521, ESPORTSTMNT01:3323497, ESPORTSTMNT01:3327794, ESPORTSTMNT01:3328749, ESPORTSTMNT01:3328754, ESPORTSTMNT01:3333358, ESPORTSTMNT01:3334291, ESPORTSTMNT01:3334297, ESPORTSTMNT01:3335256, ESPORTSTMNT01:3335277, ESPORTSTMNT01:3340302, ESPORTSTMNT01:3340322, ESPORTSTMNT01:3340324, ESPORTSTMNT01:3340325, ESPORTSTMNT01:3340328, ESPORTSTMNT02:3153288, ESPORTSTMNT02:3153297, ESPORTSTMNT02:3153318, ESPORTSTMNT02:3161869, ESPORTSTMNT02:3161887, ESPORTSTMNT02:3161911, ESPORTSTMNT03:3111230, ESPORTSTMNT03:3111864, ESPORTSTMNT03:3111876, ESPORTSTMNT03:3113208, ESPORTSTMNT03:3113228, ESPORTSTMNT03:3118654, ESPORTSTMNT03:3118662, ESPORTSTMNT03:3119620, ESPORTSTMNT01:3380741, ESPORTSTMNT01:3381735, ESPORTSTMNT01:3387011, ESPORTSTMNT01:3387026, ESPORTSTMNT06:2817720, ESPORTSTMNT06:2817729, ESPORTSTMNT01:3366944, ESPORTSTMNT01:3368908, ESPORTSTMNT01:3372647, ESPORTSTMNT01:3373655, ESPORTSTMNT02:3211871, ESPORTSTMNT02:3212839, ESPORTSTMNT02:3213419, ESPORTSTMNT02:3215350, ESPORTSTMNT02:3215353, ESPORTSTMNT02:3217607, ESPORTSTMNT02:3217610, ESPORTSTMNT02:3219069, ESPORTSTMNT02:3219713, ESPORTSTMNT02:3220280, ESPORTSTMNT02:3220659, ESPORTSTMNT02:3220662, ESPORTSTMNT02:3220663, ESPORTSTMNT03:3167990, ESPORTSTMNT03:3168139, ESPORTSTMNT01:3406282, ESPORTSTMNT01:3406291, ESPORTSTMNT01:3409365, ESPORTSTMNT01:3409377, ESPORTSTMNT02:3217831, ESPORTSTMNT02:3219284, ESPORTSTMNT02:3220897, ESPORTSTMNT02:3220901, ESPORTSTMNT02:3221841, ESPORTSTMNT03:3180588, ESPORTSTMNT03:3180622, ESPORTSTMNT03:3180641, ESPORTSTMNT03:3195497, ESPORTSTMNT03:3197432, ESPORTSTMNT03:3197446, ESPORTSTMNT03:3197914, ESPORTSTMNT03:3197918",15700,742,678,1292,72,108,252,45,49,47,5502,10941,103,T1 Esports Academy
105550024238752685,"ESPORTSTMNT01:3307965, ESPORTSTMNT01:3308923, ESPORTSTMNT02:3148459, ESPORTSTMNT02:3148486, ESPORTSTMNT03:3090540, ESPORTSTMNT03:3090544, ESPORTSTMNT03:3092912, ESPORTSTMNT03:3093866, ESPORTSTMNT03:3093889, ESPORTSTMNT03:3100083, ESPORTSTMNT03:3100086, ESPORTSTMNT01:3302900, ESPORTSTMNT01:3303014, ESPORTSTMNT01:3322803, ESPORTSTMNT01:3323803, ESPORTSTMNT02:3148927, ESPORTSTMNT02:3150895, ESPORTSTMNT02:3155548, ESPORTSTMNT02:3156570, ESPORTSTMNT03:3086776, ESPORTSTMNT03:3087334, ESPORTSTMNT03:3087789, ESPORTSTMNT03:3087799, ESPORTSTMNT03:3088332, ESPORTSTMNT03:3112837, ESPORTSTMNT03:3113859, ESPORTSTMNT06:2761129, ESPORTSTMNT06:2763130, ESPORTSTMNT06:2763132, ESPORTSTMNT01:3326283, ESPORTSTMNT01:3326290, ESPORTSTMNT01:3326301, ESPORTSTMNT02:3161869, ESPORTSTMNT02:3161887, ESPORTSTMNT02:3161911, ESPORTSTMNT03:3112198, ESPORTSTMNT03:3113204, ESPORTSTMNT03:3120048, ESPORTSTMNT03:3120054, ESPORTSTMNT03:3121017, ESPORTSTMNT03:3121988, ESPORTSTMNT03:3125002, ESPORTSTMNT01:3367984, ESPORTSTMNT01:3368936, ESPORTSTMNT01:3375222, ESPORTSTMNT01:3375232, ESPORTSTMNT02:3211508, ESPORTSTMNT02:3212514, ESPORTSTMNT03:3165946, ESPORTSTMNT03:3166857, ESPORTSTMNT03:3166873, ESPORTSTMNT01:3383283, ESPORTSTMNT01:3383327, ESPORTSTMNT01:3385462, ESPORTSTMNT01:3387326, ESPORTSTMNT02:3213419, ESPORTSTMNT02:3215350, ESPORTSTMNT02:3215353, ESPORTSTMNT02:3216969, ESPORTSTMNT02:3216980, ESPORTSTMNT02:3218834, ESPORTSTMNT02:3218838, ESPORTSTMNT02:3218843, ESPORTSTMNT02:3219828, ESPORTSTMNT02:3220406, ESPORTSTMNT02:3220891, ESPORTSTMNT02:3221346, ESPORTSTMNT02:3222270, ESPORTSTMNT03:3163958, ESPORTSTMNT03:3165048, ESPORTSTMNT01:3405326, ESPORTSTMNT01:3405350, ESPORTSTMNT01:3406335, ESPORTSTMNT01:3407197, ESPORTSTMNT01:3408139, ESPORTSTMNT02:3220115, ESPORTSTMNT02:3220721, ESPORTSTMNT02:3220732, ESPORTSTMNT02:3221061, ESPORTSTMNT03:3195344, ESPORTSTMNT03:3195353, ESPORTSTMNT03:3197274, ESPORTSTMNT03:3197914, ESPORTSTMNT03:3197918",12500,709,421,896,34,95,173,23,52,23,3716,7892,84,KDF Challengers
105550054006182911,"ESPORTSTMNT03:3086143, ESPORTSTMNT03:3086144, ESPORTSTMNT03:3087128, ESPORTSTMNT03:3095350, ESPORTSTMNT03:3096307, ESPORTSTMNT03:3098567, ESPORTSTMNT03:3099488, ESPORTSTMNT03:3099501, ESPORTSTMNT06:2762079, ESPORTSTMNT06:2763076, ESPORTSTMNT01:3302900, ESPORTSTMNT01:3303014, ESPORTSTMNT01:3306454, ESPORTSTMNT01:3308319, ESPORTSTMNT01:3308340, ESPORTSTMNT01:3324611, ESPORTSTMNT01:3325573, ESPORTSTMNT02:3148235, ESPORTSTMNT02:3148241, ESPORTSTMNT02:3151301, ESPORTSTMNT02:3152294, ESPORTSTMNT02:3153295, ESPORTSTMNT03:3089124, ESPORTSTMNT03:3089128, ESPORTSTMNT03:3089131, ESPORTSTMNT03:3089605, ESPORTSTMNT03:3089609, ESPORTSTMNT03:3114238, ESPORTSTMNT03:3115232, ESPORTSTMNT03:3120993, ESPORTSTMNT03:3124003, ESPORTSTMNT01:3321523, ESPORTSTMNT01:3321528, ESPORTSTMNT01:3322525, ESPORTSTMNT01:3327544, ESPORTSTMNT01:3328495, ESPORTSTMNT01:3328504, ESPORTSTMNT01:3328516, ESPORTSTMNT01:3329463, ESPORTSTMNT02:3157155, ESPORTSTMNT02:3157172, ESPORTSTMNT02:3158156, ESPORTSTMNT02:3161243, ESPORTSTMNT02:3161263, ESPORTSTMNT03:3112198, ESPORTSTMNT03:3113204, ESPORTSTMNT03:3118654, ESPORTSTMNT03:3118662, ESPORTSTMNT03:3119620, ESPORTSTMNT01:3367991, ESPORTSTMNT01:3368985, ESPORTSTMNT01:3375221, ESPORTSTMNT01:3376215, ESPORTSTMNT01:3385142, ESPORTSTMNT01:3387022, ESPORTSTMNT01:3383283, ESPORTSTMNT01:3383327, ESPORTSTMNT01:3408109, ESPORTSTMNT01:3408143, ESPORTSTMNT01:3408156, ESPORTSTMNT02:3210608, ESPORTSTMNT02:3210615, ESPORTSTMNT02:3212526, ESPORTSTMNT02:3214341, ESPORTSTMNT02:3215355, ESPORTSTMNT02:3216939, ESPORTSTMNT02:3218388, ESPORTSTMNT02:3218400, ESPORTSTMNT02:3220669, ESPORTSTMNT02:3221634, ESPORTSTMNT03:3167990, ESPORTSTMNT03:3168139, ESPORTSTMNT03:3182506, ESPORTSTMNT03:3182516, ESPORTSTMNT03:3182530, ESPORTSTMNT06:2815711, ESPORTSTMNT06:2816689, ESPORTSTMNT01:3405326, ESPORTSTMNT01:3405350, ESPORTSTMNT01:3406335, ESPORTSTMNT01:3413631, ESPORTSTMNT01:3413644, ESPORTSTMNT01:3413649, ESPORTSTMNT01:3413799, ESPORTSTMNT01:3413801, ESPORTSTMNT01:3414586, ESPORTSTMNT01:3414727, ESPORTSTMNT01:3415713, ESPORTSTMNT01:3416359, ESPORTSTMNT01:3417254, ESPORTSTMNT01:3417259, ESPORTSTMNT01:3417260, ESPORTSTMNT01:3418246, ESPORTSTMNT02:3217831, ESPORTSTMNT02:3219284, ESPORTSTMNT02:3220295, ESPORTSTMNT02:3220937, ESPORTSTMNT02:3220939, ESPORTSTMNT02:3221236, ESPORTSTMNT02:3221240, ESPORTSTMNT03:3195506, ESPORTSTMNT03:3195524, ESPORTSTMNT03:3197763, ESPORTSTMNT03:3197771, ESPORTSTMNT03:3197779",16300,610,769,1339,81,105,237,59,55,64,5746,9924,105,NONGSHIM ESPORTS ACADEMY
99566404856367466,"LPL_A:329998, LPL_A:334119, LPL_A:334154, LPL_A:334950, LPL_A:334958, LPL_A:335135, LPL_A:335446, LPL_A:335584, LPL_A:335596, LPL_A:335957, LPL_B:322166, LPL_B:322183, LPL_B:323170, LPL_B:326360, LPL_B:326365, LPL_B:326366, LPL_B:326759, LPL_B:326776, LPL_B:326781, LPL_B:327564, LPL_B:327569, LPL_B:328115, LPL_B:329050, LPL_B:329985, LPL_B:330053, LPL_A:328573, LPL_A:329549, LPL_A:329551, LPL_A:330376, LPL_A:330391, LPL_A:330810, LPL_A:331013, LPL_A:331384, LPL_A:331757, LPL_B:328370, LPL_B:328784, LPL_B:329320, LPL_B:329728",6400,322,185,412,23,23,75,16,11,12,1772,4017,38,
98767991887166787,"LPL_A:329998, LPL_A:331013, LPL_B:326635, LPL_B:326640, LPL_B:327682, LPL_B:328832, LPL_B:328942, LPL_B:328958, LPL_A:331903, LPL_A:331919, LPL_B:326466, LPL_B:327522, LPL_B:327843, LPL_B:327851, LPL_B:328528, LPL_B:328853, LPL_B:329482, LPL_A:331456, LPL_A:331483, LPL_A:334751, LPL_A:334754, LPL_A:334943, LPL_A:334951, LPL_A:335421, LPL_A:335442, LPL_A:335744, LPL_A:335927, LPL_A:342190, LPL_A:342193, LPL_B:326159, LPL_B:326886, LPL_B:326887, LPL_B:327216, LPL_B:327929, LPL_B:328126, LPL_B:328328, LPL_B:328329, LPL_B:329111, LPL_B:329267, LPL_A:343212, LPL_A:343215",6400,297,270,497,30,42,88,20,20,19,2230,5143,41,
